Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Infiltration Standard Density Volume Flow Rate [m3/s](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),MAINZONE:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 01/04  11:00:00,-6.625,5.75,18.034976499918667,0.03606747650904263,3012601.927087801,0.0,400.0000000000096,3.846358831076417e-10,2490412.444873615,625.544500537264,625.544500537264,14.379854880038433,1251.089001074528 
 01/04  12:00:00,-6.562500000000001,3.75,18.186059252983576,0.03599584379420166,2998062.7034451794,0.0,400.00000000000557,2.2298132495787068e-10,2494762.5124137457,625.5009068342954,625.5009068342954,14.473082990530902,1251.0018136685908 
 01/04  13:00:00,-6.1125,4.25,18.39734504188243,0.03595925953672191,3004458.045405874,0.0,400.00000000000324,1.2814031695372584e-10,2472443.6781867417,625.4753345864036,625.4753345864036,14.736055412938214,1250.9506691728072 
 01/04  14:00:00,-6.0,4.375,18.50511623788345,0.03597866852311022,3010946.277065895,0.0,400.0000000000019,7.314198479050954e-11,2474299.1781412787,625.4604486958791,625.4604486958791,14.865238236132294,1250.9208973917582 
 01/04  15:00:00,-5.375,4.625,18.575546345856424,0.03589641478137792,3012923.5662967646,0.0,400.00000000000114,4.161880551693836e-11,2418634.522472731,625.4518983061238,625.4518983061238,15.021756157563104,1250.9037966122476 
 01/04  16:00:00,-5.0,4.375,18.346862051737332,0.03584181014346782,2777181.998193239,0.0,400.0000000000008,67314.90415880851,2369336.4517601174,9528.380553505256,9528.380553505256,15.018200509212143,19056.761107010512 
 01/04  17:00:00,-5.0,3.375,18.0361835615389,0.03583214938429129,2676545.6483909846,0.0,400.00000000000034,73596.40787885842,2334304.978091989,12496.024591999203,12496.024591999203,14.730677724221469,24992.049183998406 
 01/04  18:00:00,-5.125,3.0,17.91790070570451,0.03575873742756476,2664453.737172093,0.0,400.0000000000003,29741.685712169827,2332170.158563085,12496.024591999203,12496.024591999203,14.584771748326665,24992.049183998406 
 01/04  19:00:00,-5.075,2.375,17.855354627915588,0.03578657419606972,2661273.8524971562,0.0,400.0000000000002,12553.733377550448,2319446.623662013,12496.024591999203,12496.024591999203,14.527985354608395,24992.049183998406 
 01/04  20:00:00,-5.0,2.0,17.816265634693554,0.03582832153631565,2663912.2196627725,0.0,400.00000000000017,5298.313445208441,2308018.865190169,12496.024591999203,12496.024591999203,14.507204927302515,24992.049183998406 
