Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),MAINZONE:Zone Mechanical Ventilation Air Changes per Hour [ach](Hourly),Electricity:Facility [J](Hourly) 
 01/05  05:00:00,-6.0,3.375,16.0,5616302.098230818,0.0,400.0000000000003,3475478.297770255,18744.036887998802,18744.036887998802,13.588724889332088,0.7640119918515923,37488.073775997604 
 01/05  06:00:00,-6.749999999999999,3.0,16.0,5614106.442360065,0.0,400.00000000000034,3600349.5158261037,18744.036887998802,18744.036887998802,13.540930400633783,0.7633153235290793,37488.073775997604 
 01/05  07:00:00,-7.7,3.0,16.0,5615451.894338755,0.0,400.0000000000004,3756333.611438232,18744.036887998802,18744.036887998802,13.468428376987259,0.7636724254016272,37488.073775997604 
 01/05  08:00:00,-8.625,2.375,21.03469540248895,14238305.763079183,45194.3050687112,400.0000000000006,4484191.060711708,18744.036887998802,18744.036887998802,16.630363347177582,0.7778899916171969,37488.073775997604 
 01/05  09:00:00,-9.125,2.0,21.000000000000004,10269331.542947995,0.0,400.0000000000005,4583931.054092909,18744.036887998802,18744.036887998802,16.695966502949553,0.7785313753200682,37488.073775997604 
 01/05  10:00:00,-9.7,2.0,21.0,3044738.9878181196,0.0,546.0859271324832,4676561.840411628,18744.036887998802,18744.036887998802,16.643876565784943,0.7792771318570654,6816288.073775997 
 01/05  11:00:00,-10.0,2.0,21.0,332045.45975322125,26510.25711025395,744.5638024710801,4704352.789307583,18744.036887998802,18744.036887998802,16.50394614759213,0.7800711766340694,8346288.073775997 
 01/05  12:00:00,-9.8125,2.625,21.0,0.0,512905.18020917114,840.2323278235302,4666245.895226278,18744.036887998802,18744.036887998802,16.481364090690086,0.7768398944794489,8346288.073775997 
 01/05  13:00:00,-9.8875,2.375,21.035910714923265,0.0,822209.8823059315,885.4533932654725,4679351.832505003,18744.036887998802,18744.036887998802,16.483325317745027,0.7775755723197304,8346288.073775997 
 01/05  14:00:00,-10.0,2.0,21.00231083043345,4994288.796560636,0.0,776.3908649182825,4697243.351813689,18744.036887998802,18744.036887998802,16.47267662828379,0.7790798037701376,256368.07377599765 
 01/05  15:00:00,-10.0,2.0,21.000000247470332,938804.5561756646,154121.49129804724,752.4982425404867,4693798.959372111,18744.036887998802,18744.036887998802,16.45330230679336,0.7793287918153338,6816288.073775997 
 01/05  16:00:00,-10.0,2.0,21.000000000002746,0.0,691184.3461307728,846.7448569287284,4693266.025868523,18744.036887998802,18744.036887998802,16.45333144255618,0.7789802142439379,8346288.073775997 
 01/05  17:00:00,-11.25,2.0,21.03328563195644,0.0,864015.5667574749,887.8691088458315,4884492.349560142,18744.036887998802,18744.036887998802,16.282250077709875,0.7787095153286621,8346288.073775997 
 01/05  18:00:00,-11.437500000000002,2.0,21.1116465320342,0.0,872105.3146414302,907.2206595508768,4923951.015571946,18744.036887998802,18744.036887998802,16.313190045558624,0.7739226364578968,8346288.073775997 
 01/05  19:00:00,-11.6625,2.0,21.004201037541126,5151684.708996157,0.0,774.6179210955007,4950450.500596298,18744.036887998802,18744.036887998802,16.23910246392307,0.7757378922946827,37488.073775997604 
 01/05  20:00:00,-12.625,3.25,17.05717951284955,102065.97524129415,482793.9623175744,618.6460836029671,4696411.666190286,18744.036887998802,18744.036887998802,13.853182588277802,0.7622403415059995,37488.073775997604 
 01/05  21:00:00,-12.5625,2.75,16.000019285823832,1740868.1854901535,0.0,531.8193441857767,4491063.062003332,18744.036887998802,18744.036887998802,12.76110116237136,0.7580182940600626,37488.073775997604 
 01/05  22:00:00,-13.9875,0.75,16.000000000919027,3543120.9963907013,0.0,464.6757906809615,4695801.666602975,18744.036887998802,18744.036887998802,12.492053407236718,0.7604299264720347,37488.073775997604 
 01/05  23:00:00,-15.625,0.0,16.00000000000006,4589862.478517139,0.0,432.95377591042785,5013622.786777291,18744.036887998802,18744.036887998802,12.643846193205132,0.7644537391102195,37488.073775997604 
 01/05  24:00:00,-14.625,1.25,16.0,5132202.198822664,0.0,417.01362156185763,4898436.10050905,18744.036887998802,18744.036887998802,12.99192379272823,0.7580596895285094,37488.073775997604 
 01/06  01:00:00,-15.8,0.75,16.0,5423467.966286426,0.0,408.8727084696356,5077466.735439903,18744.036887998802,18744.036887998802,12.827284216254998,0.7607490898516782,37488.073775997604 
 01/06  02:00:00,-17.0,0.0,16.0,5587291.727560649,0.0,404.62991481434193,5280377.249839061,18744.036887998802,18744.036887998802,12.774014001063046,0.7647671421508706,37488.073775997604 
 01/06  03:00:00,-15.687499999999998,0.625,16.0,5672465.437405605,0.0,402.4228207710066,5074106.751489675,18744.036887998802,18744.036887998802,12.921741094111411,0.7573831984587629,37488.073775997604 
 01/06  04:00:00,-17.4625,0.375,16.0,5749935.1899266755,0.0,401.27409655505886,5349424.770015165,18744.036887998802,18744.036887998802,12.701368494514341,0.760418163348654,37488.073775997604 
 01/06  05:00:00,-19.0,0.0,16.0,5818909.024738226,0.0,400.6682749440698,5609784.783049819,18744.036887998802,18744.036887998802,12.633665586655638,0.764916775866647,37488.073775997604 
 01/06  06:00:00,-17.4375,0.625,16.0,5860807.162251907,0.0,400.35107591942267,5362169.405446703,18744.036887998802,18744.036887998802,12.797785953949104,0.7571309889562899,37488.073775997604 
 01/06  07:00:00,-18.6875,0.375,16.0,5919480.798595499,0.0,400.1852706114505,5550842.158126334,18744.036887998802,18744.036887998802,12.613296704126867,0.7602765744054794,37488.073775997604 
 01/06  08:00:00,-20.625,0.0,21.030804459820043,14672421.405075006,46053.5413771275,400.10970033559545,6381454.73209149,18744.036887998802,18744.036887998802,15.351606758784351,0.7786945011451267,37488.073775997604 
 01/06  09:00:00,-19.125,0.625,21.0,10678021.855315704,0.0,400.0648028051417,6242101.171807982,18744.036887998802,18744.036887998802,16.061732640171556,0.7726641588890211,37488.073775997604 
 01/06  10:00:00,-19.25,0.375,21.0,3346298.3160726074,0.0,545.0427729642761,6240220.168866431,18744.036887998802,18744.036887998802,15.92911596704258,0.7758324753242949,6816288.073775997 
